,rownames,emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
7522,7523,strategic analysis,7.0,VA,MORTGAGE,145000.0,Not Verified,6.04,,,,0,,2002,2,28,12,391765,26030,0,0,,0,0,0,2,1.0,12,0.0,0,3,71600,16,11,7,6,100.0,0,0,debt_consolidation,individual,40000,36,5.32,1204.6,A,A1,Feb-2018,Current,whole,Cash,35863.53,4794.76,4136.47,658.29,0.0
7525,7526,distribution ,9.0,IL,MORTGAGE,79000.0,Source Verified,8.57,,,,0,,2003,1,12,4,224818,28022,0,0,,0,0,1,2,8.0,4,0.0,0,2,29000,6,2,2,2,100.0,0,0,debt_consolidation,individual,20400,60,9.93,432.74,B,B2,Jan-2018,Current,whole,Cash,19058.33,2141.19,1341.67,799.52,0.0
7530,7531,budget manager,10.0,NY,OWN,96512.0,Source Verified,12.55,,,,0,,2004,2,44,16,411112,40269,0,0,,0,0,3,11,7.0,16,0.0,0,3,49300,30,12,4,6,100.0,0,0,debt_consolidation,individual,10000,60,11.98,222.35,B,B5,Mar-2018,Current,whole,Cash,9628.76,643.76,371.24,272.52,0.0
7532,7533,owner,7.0,CA,RENT,50000.0,Source Verified,3.57,,,,0,,2001,0,5,4,25600,6293,0,0,,0,0,0,4,16.0,4,0.0,0,2,12300,5,4,4,0,100.0,0,0,debt_consolidation,individual,10000,36,7.97,313.23,A,A5,Jan-2018,Current,whole,Cash,8749.43,1555.08,1250.57,304.51,0.0
7538,7539,principal,6.0,MD,MORTGAGE,325500.0,Source Verified,11.37,,,,0,49.0,1984,1,29,12,1121174,82298,0,0,49.0,0,0,3,3,11.0,12,0.0,0,2,52000,10,6,5,6,100.0,0,0,debt_consolidation,individual,24000,36,6.71,737.88,A,A3,Mar-2018,Current,whole,Cash,21672.55,2704.69,2327.45,377.24,0.0
7539,7540,owner/manager,5.0,GA,OWN,75000.0,Not Verified,10.02,,,,0,,2001,0,16,7,116962,31881,0,0,,0,0,0,2,17.0,7,0.0,0,5,47800,13,6,5,2,100.0,0,0,home_improvement,individual,23000,60,9.93,487.9,B,B2,Jan-2018,Current,whole,Cash,21794.84,1938.91,1205.16,733.75,0.0
7540,7541,bus operator,1.0,MD,RENT,60000.0,Not Verified,14.6,,,,0,,2010,1,15,9,48044,22907,0,0,,0,0,4,4,4.0,9,0.0,0,1,2000,6,5,4,0,100.0,0,0,debt_consolidation,individual,6000,36,6.08,182.75,A,A2,Jan-2018,Current,whole,Cash,5230.49,909.7,769.51,140.19,0.0
7545,7546,retail clerk,10.0,CA,RENT,42000.0,Not Verified,17.29,,,,0,,2002,1,17,7,49633,18525,0,0,,0,0,1,1,8.0,7,0.0,0,0,14500,9,6,1,2,100.0,0,0,debt_consolidation,individual,14000,60,9.93,296.98,B,B2,Jan-2018,Current,whole,Cash,13079.24,1465.59,920.76,544.83,0.0
7546,7547,program manager,10.0,MD,MORTGAGE,160000.0,Not Verified,5.23,,,,0,,1985,0,30,13,580642,23163,0,0,,0,0,2,2,,13,0.0,0,1,51000,17,8,2,4,100.0,0,0,debt_consolidation,individual,30000,60,7.35,599.01,A,A4,Jan-2018,Current,whole,Cash,27898.11,2970.55,2101.89,868.66,0.0
7547,7548,engineering expeditor,6.0,TX,OWN,36000.0,Verified,7.4,,,,0,,2008,0,13,10,157900,5115,0,0,,0,0,0,5,16.0,10,0.0,0,2,3900,10,9,5,1,100.0,0,0,debt_consolidation,individual,3000,36,11.99,99.63,B,B5,Feb-2018,Current,fractional,Cash,2717.18,396.52,282.82,113.7,0.0
7559,7560,,,NY,MORTGAGE,60000.0,Not Verified,5.92,120000.0,Not Verified,15.56,0,45.0,1989,0,18,7,43335,3006,0,0,45.0,0,0,1,5,,7,0.0,0,3,30500,17,6,4,0,94.4,0,0,credit_card,joint,15000,36,9.43,480.01,B,B1,Mar-2018,Current,whole,Cash,13905.04,1432.17,1094.96,337.21,0.0
7561,7562,general manager,10.0,CA,MORTGAGE,64000.0,Not Verified,5.29,,,,0,,2007,1,10,5,278850,4777,0,0,,0,0,1,2,1.0,5,0.0,0,1,8500,8,3,2,1,100.0,0,0,debt_consolidation,individual,6000,36,6.07,182.73,A,A2,Mar-2018,Current,whole,Cash,5540.54,541.12,459.46,81.66,0.0
7571,7572,security technician ,3.0,NC,MORTGAGE,53000.0,Not Verified,10.46,80000.0,Not Verified,13.98,0,53.0,2007,0,13,7,241905,14839,0,0,,0,0,1,2,21.0,7,0.0,0,1,21500,9,5,2,1,92.3,0,0,debt_consolidation,joint,21000,60,9.92,445.37,B,B2,Mar-2018,Current,whole,Cash,20177.93,1324.54,822.07,502.47,0.0
7572,7573,it devl manager,10.0,MN,MORTGAGE,146000.0,Not Verified,19.13,,,,0,51.0,1995,5,42,21,425627,106161,0,0,,0,0,3,9,2.0,21,0.0,0,3,26400,20,17,5,5,97.6,0,0,home_improvement,individual,22000,60,9.93,466.68,B,B2,Jan-2018,Current,whole,Cash,20847.26,1945.61,1152.74,792.87,0.0
7574,7575,supervisor,3.0,CA,RENT,43000.0,Source Verified,15.57,101000.0,Not Verified,29.85,0,,2013,0,14,12,60693,22270,0,0,,0,573,1,3,,12,0.0,0,3,23600,12,11,4,0,100.0,0,0,debt_consolidation,joint,18200,60,10.42,390.47,B,B3,Feb-2018,Current,whole,Cash,17258.09,1551.34,941.91,609.43,0.0
7577,7578,senior accountant,6.0,CA,RENT,50976.0,Source Verified,12.66,,,,0,,2004,1,14,11,37140,21277,0,0,,0,0,0,6,1.0,11,0.0,0,1,14900,13,10,4,0,100.0,0,0,credit_card,individual,15000,36,9.92,483.45,B,B2,Feb-2018,Current,whole,DirectPay,13544.27,1875.93,1455.73,420.2,0.0
7580,7581,senior advisor ,8.0,TX,OWN,45000.0,Not Verified,11.97,,,,0,,2006,2,19,13,31234,10804,0,0,,0,0,1,7,6.0,13,0.0,0,4,8300,13,11,7,0,100.0,0,0,credit_card,individual,8000,36,7.96,250.55,A,A5,Mar-2018,Current,whole,Cash,7403.61,744.57,596.39,148.18,0.0
7581,7582,ct tech,9.0,OH,OWN,60000.0,Not Verified,18.62,,,,0,,1995,1,19,9,94540,16447,0,0,,0,0,2,1,10.0,9,0.0,0,1,34500,16,7,3,0,100.0,0,0,debt_consolidation,individual,9600,36,7.35,297.96,A,A4,Jan-2018,Fully Paid,whole,Cash,0.0,9778.4641992096,9600.0,178.46,0.0
7585,7586,traffic coordinator,10.0,WI,RENT,36000.0,Not Verified,10.13,,,,0,,2007,0,24,10,23678,12523,0,0,,0,706,0,4,13.0,10,0.0,0,5,14600,20,9,6,0,100.0,0,0,debt_consolidation,individual,13000,36,10.42,422.05,B,B3,Feb-2018,Current,fractional,Cash,11747.13,1680.67,1252.87,427.8,0.0
7587,7588,instructional designer ,10.0,WV,MORTGAGE,61538.0,Source Verified,7.7,,,,0,,1991,0,14,8,179548,12692,0,1,,0,0,0,5,,7,0.0,0,3,14500,11,7,5,1,100.0,0,1,debt_consolidation,individual,12000,36,9.92,386.76,B,B2,Feb-2018,Current,whole,Cash,10835.42,1533.81,1164.58,369.23,0.0
7600,7601,scheduling coordinator,5.0,CO,RENT,79000.0,Not Verified,13.53,,,,0,,2006,2,14,11,57071,40306,0,0,,0,0,6,5,10.0,11,0.0,0,3,28000,6,5,3,0,100.0,0,0,debt_consolidation,individual,30000,36,7.34,930.99,A,A4,Mar-2018,Current,whole,Cash,25732.15,4780.74,4267.85,512.89,0.0
7602,7603,physician ,10.0,WI,MORTGAGE,150000.0,Source Verified,8.16,180000.0,Not Verified,9.9,0,43.0,1998,0,18,8,221866,29217,0,0,80.0,0,0,1,2,,8,0.0,0,3,22600,13,6,3,3,88.9,0,0,debt_consolidation,joint,16500,60,9.43,345.97,B,B1,Feb-2018,Current,whole,Cash,15845.96,1029.27,654.04,375.23,0.0
7604,7605,director of operations,6.0,TX,MORTGAGE,91000.0,Source Verified,19.71,,,,0,,2006,2,59,14,321137,63838,0,0,,0,0,2,3,5.0,14,0.0,0,1,19500,24,10,2,3,100.0,0,0,home_improvement,individual,31325,60,11.98,696.5,B,B5,Mar-2018,Current,whole,Cash,30162.15,2068.65,1162.85,905.8,0.0
7614,7615,senior medical billing specialist,10.0,AK,OWN,50000.0,Source Verified,14.38,,,,0,,2004,0,18,10,56000,22256,0,1,,0,0,1,4,,10,0.0,0,5,36300,16,9,5,0,100.0,0,1,medical,individual,13000,60,10.9,282.01,B,B4,Mar-2018,Current,whole,Cash,12503.74,830.29,496.26,334.03,0.0
7616,7617,account manager,1.0,IL,MORTGAGE,80000.0,Verified,3.17,,,,0,62.0,2006,3,25,10,360941,8981,0,0,,0,0,1,3,1.0,10,0.0,0,3,45300,15,7,5,2,96.0,0,0,major_purchase,individual,32200,60,9.44,675.32,B,B1,Mar-2018,Current,whole,Cash,10570.78,22009.07,21629.22,379.85,0.0
7628,7629,rgm,0.0,NJ,RENT,55000.0,Verified,5.91,,,,0,,2006,4,24,5,18712,12893,0,0,,0,0,1,4,1.0,5,0.0,0,1,4900,18,4,1,0,100.0,0,0,major_purchase,individual,15000,36,10.91,490.45,B,B4,Jan-2018,Current,whole,Cash,13197.14,2434.07,1802.86,631.21,0.0
7632,7633,joint venture partner,2.0,GA,MORTGAGE,140000.0,Verified,17.51,,,,0,,2004,1,19,7,425018,96587,0,1,,0,0,2,1,6.0,7,0.0,0,4,30500,10,4,4,2,100.0,1,0,small_business,individual,10000,36,11.99,332.1,B,B5,Jan-2018,Current,whole,Cash,8815.65,1653.84,1184.35,469.49,0.0
7635,7636,production graphics,1.0,CA,MORTGAGE,52000.0,Not Verified,18.92,,,,0,69.0,2002,1,29,9,293487,16837,0,0,69.0,0,0,2,4,6.0,9,0.0,0,1,7000,18,6,3,4,86.2,0,0,debt_consolidation,individual,2000,36,6.08,60.92,A,A2,Jan-2018,Current,whole,Cash,1743.48,303.25,256.52,46.73,0.0
7637,7638,auto tech,10.0,NJ,MORTGAGE,62000.0,Verified,5.57,,,,0,,2007,1,17,11,336666,6214,0,0,,0,411,1,5,10.0,11,0.0,0,3,34900,13,9,4,1,100.0,0,0,debt_consolidation,individual,7500,36,10.41,243.46,B,B3,Mar-2018,Current,fractional,Cash,6960.14,736.89,539.86,197.03,0.0
7639,7640,director of alumni engagement,10.0,CT,RENT,100000.0,Source Verified,11.42,,,,0,,2002,0,14,7,74805,27809,0,0,,0,0,2,1,,7,0.0,0,2,27500,12,5,3,0,100.0,0,0,credit_card,individual,16000,36,7.35,496.6,A,A4,Feb-2018,Current,whole,Cash,14390.89,1973.33,1609.11,364.22,0.0
7641,7642,program officer,5.0,NM,MORTGAGE,120000.0,Source Verified,9.2,160000.0,Source Verified,13.03,0,,1993,1,14,11,125121,39756,0,0,,0,0,1,3,2.0,11,0.0,0,3,32800,11,9,4,1,100.0,0,0,debt_consolidation,joint,3600,36,7.96,112.75,A,A5,Mar-2018,Current,fractional,Cash,3331.62,336.66,268.38,68.28,0.0
7644,7645,senior or surgical coder,10.0,FL,MORTGAGE,115000.0,Verified,11.91,,,,0,36.0,2005,4,57,29,472187,202563,0,0,,0,0,3,23,3.0,29,0.0,0,13,48600,30,25,19,2,98.2,0,0,debt_consolidation,individual,15000,36,7.34,465.5,A,A4,Mar-2018,Current,whole,Cash,13871.88,1384.27,1128.12,256.15,0.0
7648,7649,parts expeditor,10.0,MI,MORTGAGE,60000.0,Source Verified,15.5,,,,0,,2003,3,19,7,48546,30915,0,1,,0,111,2,6,2.0,7,0.0,0,1,5800,9,5,3,2,100.0,0,1,house,individual,10000,36,9.44,320.05,B,B1,Jan-2018,Current,whole,Cash,8773.94,1595.01,1226.06,368.95,0.0
7653,7654,customer service specialist ,3.0,FL,RENT,31500.0,Not Verified,18.36,,,,0,,2014,0,14,10,40040,28810,0,0,,0,0,5,6,15.0,10,0.0,0,3,11600,6,5,4,0,100.0,0,0,debt_consolidation,individual,6000,36,10.42,194.79,B,B3,Jan-2018,Current,whole,DirectPay,3821.01,2370.48,2178.99,191.49,0.0
7654,7655,manager,2.0,CA,RENT,85000.0,Source Verified,10.52,,,,0,81.0,2002,2,10,5,55552,27470,0,1,81.0,0,0,2,2,2.0,4,0.0,0,2,13500,6,3,2,0,87.5,0,1,other,individual,8000,36,9.44,256.04,B,B1,Jan-2018,Current,whole,Cash,7019.16,1276.0,980.84,295.16,0.0
7657,7658,teacher,7.0,OH,MORTGAGE,70000.0,Source Verified,14.51,,,,0,35.0,1993,4,33,15,360585,173731,0,0,,0,0,4,7,3.0,15,0.0,0,3,12000,12,9,7,2,87.5,0,0,debt_consolidation,individual,6000,36,9.44,192.03,B,B1,Jan-2018,Fully Paid,fractional,Cash,0.0,6002.0486666798,6000.0,2.05,0.0
7660,7661,,1.0,NV,MORTGAGE,72000.0,Source Verified,3.75,,,,0,,2006,3,9,7,32300,5848,0,0,,0,0,1,6,4.0,7,0.0,0,4,24300,7,6,4,0,100.0,0,0,credit_card,individual,5000,36,6.08,152.3,A,A2,Jan-2018,Current,whole,Cash,4488.26,607.51,511.74,95.77,0.0
7661,7662,registered nurse,2.0,NC,RENT,52000.0,Source Verified,8.56,,,,0,,2008,4,37,19,70682,55594,0,0,,0,0,13,9,3.0,19,0.0,0,4,19500,15,6,5,0,100.0,0,0,credit_card,individual,8900,36,7.96,278.73,A,A5,Mar-2018,Current,whole,DirectPay,8236.54,828.32,663.46,164.86,0.0
7664,7665,manager data analytics,4.0,CA,RENT,150000.0,Not Verified,4.41,,,,0,,2005,1,20,12,140837,35718,0,0,,0,0,3,2,11.0,12,0.0,0,6,87600,13,9,6,0,100.0,0,0,debt_consolidation,individual,6400,36,6.08,194.94,A,A2,Jan-2018,Current,whole,Cash,5579.16,972.54,820.84,151.7,0.0
7682,7683,sheriff officer ,2.0,NJ,RENT,60000.0,Not Verified,11.04,,,,0,,2008,1,14,5,50385,18909,0,0,,0,0,2,2,3.0,5,0.0,0,1,17000,6,3,1,0,100.0,0,0,debt_consolidation,individual,30000,60,10.42,643.63,B,B3,Feb-2018,Current,whole,Cash,28447.4,2539.79,1552.6,987.19,0.0
7684,7685,order selector,4.0,OH,MORTGAGE,32000.0,Source Verified,13.69,,,,0,,2004,0,10,4,151264,6702,0,0,,0,316,1,6,13.0,4,0.0,0,0,3800,5,2,1,2,100.0,0,0,debt_consolidation,individual,8000,36,9.44,256.04,B,B1,Jan-2018,Current,whole,Cash,7019.16,1276.0,980.84,295.16,0.0
7688,7689,personal assistant ,2.0,NH,RENT,50000.0,Source Verified,16.37,,,,0,,2006,0,21,9,39814,25131,0,0,,0,0,2,5,19.0,9,0.0,0,4,11300,16,7,4,0,100.0,0,0,debt_consolidation,individual,5825,36,10.91,190.46,B,B4,Feb-2018,Current,whole,Cash,5267.45,758.31,557.55,200.76,0.0
7692,7693,ar receptist,9.0,AL,OWN,90000.0,Source Verified,2.55,,,,0,29.0,2013,1,10,9,8100,2258,0,0,,0,67,0,1,9.0,9,0.0,0,2,2800,9,9,7,0,90.0,0,0,other,individual,2000,36,9.92,64.46,B,B2,Mar-2018,Fully Paid,whole,Cash,0.0,2020.812379852,2000.0,20.81,0.0
7693,7694,operations  manager,4.0,CA,RENT,75000.0,Source Verified,12.48,,,,0,,2006,3,18,11,69462,39949,0,0,,0,0,1,5,9.0,11,0.0,0,7,59700,16,10,8,0,100.0,0,0,credit_card,individual,25000,36,9.44,800.13,B,B1,Feb-2018,Current,whole,DirectPay,22098.96,3702.97,2901.04,801.93,0.0
7698,7699,counselor,10.0,NJ,RENT,60000.0,Source Verified,14.06,,,,0,,1994,0,19,13,95900,26255,0,0,,0,0,1,0,,13,0.0,0,9,88500,15,12,9,0,100.0,0,0,credit_card,individual,8650,36,6.08,263.47,A,A2,Jan-2018,Current,whole,Cash,7540.6,1311.51,1109.4,202.11,0.0
7700,7701,armed guard,8.0,NJ,MORTGAGE,100000.0,Source Verified,15.98,,,,0,,2005,0,10,7,362800,90822,0,0,,0,0,1,2,,6,0.0,0,3,39800,5,5,5,1,100.0,0,0,debt_consolidation,individual,36000,36,9.44,1152.18,B,B1,Feb-2018,Current,fractional,Cash,32482.85,4589.84,3517.15,1072.69,0.0
7702,7703,registered nurse,10.0,NC,MORTGAGE,68000.0,Not Verified,5.19,,,,0,,1993,1,37,22,281991,11122,0,0,,0,0,0,2,4.0,22,0.0,0,2,76200,33,21,5,1,100.0,0,0,other,individual,9000,36,6.07,274.09,A,A2,Mar-2018,Current,whole,Cash,8310.83,819.23,689.17,130.06,0.0
7705,7706,comptroller,5.0,NY,RENT,99000.0,Source Verified,2.44,,,,0,,2005,0,28,16,43579,6167,0,0,,0,0,1,4,13.0,16,0.0,0,1,25300,17,15,2,0,100.0,0,0,other,individual,10000,60,9.43,209.68,B,B1,Mar-2018,Current,whole,Cash,9603.61,618.56,396.39,222.17,0.0
7707,7708,,,FL,MORTGAGE,24000.0,Not Verified,19.09,,,,0,,1970,0,17,8,20302,9099,0,0,,0,225,2,5,14.0,8,0.0,0,4,8200,10,6,5,1,100.0,0,0,debt_consolidation,individual,4700,36,6.08,143.16,A,A2,Feb-2018,Current,fractional,Cash,4218.97,571.05,481.03,90.02,0.0
7708,7709,branch manager,8.0,NV,MORTGAGE,68095.0,Verified,2.75,,,,0,,2001,0,22,13,325900,5421,0,0,,0,0,0,3,13.0,13,0.0,0,3,89100,15,11,4,6,100.0,0,0,small_business,individual,35175,60,9.44,737.71,B,B1,Jan-2018,Current,whole,Cash,32833.45,3642.43,2341.55,1300.88,0.0
7713,7714,table games dealer,10.0,NV,RENT,72000.0,Source Verified,14.37,,,,0,,1999,0,14,6,52982,25114,0,0,,0,0,3,3,,6,0.0,0,0,0,5,3,1,0,100.0,0,0,small_business,individual,12000,60,9.92,254.5,B,B2,Mar-2018,Current,whole,Cash,11530.24,756.89,469.76,287.13,0.0
7714,7715,information tech specialist 4,10.0,NY,MORTGAGE,95000.0,Verified,17.31,,,,0,,2001,0,37,11,554759,65650,0,0,,0,0,4,4,13.0,11,0.0,0,2,21300,22,5,3,6,100.0,0,0,debt_consolidation,individual,9775,36,5.31,294.33,A,A1,Mar-2018,Current,whole,Cash,9018.44,880.11,756.56,123.55,0.0
7720,7721,finance director,8.0,IN,MORTGAGE,36000.0,Not Verified,12.8,,,,0,,2004,6,13,6,34855,20672,0,1,,0,0,1,6,10.0,6,0.0,0,1,15500,6,5,2,1,100.0,0,1,medical,individual,2000,36,10.41,64.93,B,B3,Mar-2018,Current,whole,Cash,1856.02,193.63,143.98,49.65,0.0
7721,7722,logistics lead,5.0,WA,RENT,58000.0,Not Verified,9.29,,,,0,,2001,2,11,8,31840,18847,0,1,,0,0,1,3,8.0,7,0.0,0,2,5200,10,7,4,0,100.0,0,1,debt_consolidation,individual,3000,36,9.44,96.02,B,B1,Jan-2018,Current,whole,Cash,2632.16,478.53,367.84,110.69,0.0
7723,7724,city driver,1.0,PA,RENT,65000.0,Not Verified,16.45,,,,0,32.0,2006,1,13,7,57816,28263,0,0,32.0,0,0,2,7,4.0,7,0.0,0,4,25400,5,5,4,0,76.9,0,0,credit_card,individual,5500,36,10.41,178.54,B,B3,Mar-2018,Current,fractional,Cash,5104.1,532.44,395.9,136.54,0.0
7724,7725,head of customer success,3.0,IL,MORTGAGE,132000.0,Not Verified,7.75,,,,0,,2000,0,18,7,391554,33025,0,0,,0,0,2,1,22.0,7,0.0,0,1,38200,10,4,1,1,100.0,0,0,debt_consolidation,individual,22000,60,5.31,418.3,A,A1,Mar-2018,Current,whole,DirectPay,21032.88,1248.41,967.12,281.29,0.0
7726,7727,assistant principal,5.0,ME,MORTGAGE,96000.0,Not Verified,15.04,,,,0,50.0,2003,3,25,11,257770,50267,0,0,50.0,0,0,4,4,3.0,11,0.0,0,1,17500,14,6,2,1,87.5,0,0,credit_card,individual,5500,36,6.72,169.13,A,A3,Jan-2018,Current,whole,Cash,4800.56,841.54,699.44,142.1,0.0
7729,7730,owner,3.0,FL,RENT,102947.0,Source Verified,17.59,,,,0,,2007,4,47,28,140700,116934,0,0,,0,0,19,3,0.0,28,0.0,0,2,16800,18,9,3,0,100.0,0,0,other,individual,32000,36,10.91,1046.28,B,B4,Jan-2018,Current,fractional,Cash,28153.97,5212.0,3846.03,1365.97,0.0
7734,7735,business consultant,10.0,MN,RENT,75000.0,Source Verified,19.3,,,,0,53.0,2000,1,36,12,93237,36227,0,0,,0,0,4,2,12.0,12,0.0,0,2,24200,19,8,2,3,97.2,0,0,debt_consolidation,individual,18000,36,6.08,548.25,A,A2,Jan-2018,Current,whole,Cash,15691.48,2735.17,2308.52,426.65,0.0
7735,7736,director of operations ,5.0,OH,MORTGAGE,57000.0,Not Verified,6.53,,,,0,,2006,0,27,7,164906,5698,0,0,,0,0,2,2,23.0,7,0.0,0,0,3800,14,4,0,3,100.0,0,0,major_purchase,individual,2050,36,6.08,62.44,A,A2,Jan-2018,Current,whole,Cash,1787.08,310.82,262.92,47.9,0.0
7736,7737,media technician,10.0,WI,RENT,75000.0,Source Verified,9.82,86000.0,Source Verified,14.67,0,,2003,0,10,7,26200,21494,0,0,,0,0,1,1,20.0,7,0.0,0,5,22800,7,6,6,0,100.0,0,0,debt_consolidation,joint,32000,60,9.93,678.81,B,B2,Feb-2018,Current,whole,Cash,30323.29,2697.59,1676.71,1020.88,0.0
7737,7738,janitor ,8.0,MO,MORTGAGE,55000.0,Source Verified,15.54,,,,0,,2010,0,12,9,190221,19677,0,0,,0,955,2,7,14.0,9,0.0,0,2,2500,6,6,5,2,100.0,0,0,other,individual,3600,36,9.44,115.22,B,B1,Jan-2018,Current,whole,Cash,3158.61,574.21,441.39,132.82,0.0
7739,7740,clinical nurse,10.0,IL,OWN,120000.0,Not Verified,10.04,,,,0,29.0,1998,5,30,11,73599,43865,0,0,72.0,0,56,2,4,11.0,11,0.0,0,1,8500,23,9,3,1,70.0,0,0,debt_consolidation,individual,5000,36,9.93,161.18,B,B2,Jan-2018,Current,whole,Cash,4514.8,641.96,485.2,156.76,0.0
7740,7741,,,PA,RENT,258240.0,Verified,1.33,,,,0,67.0,2003,2,19,9,30300,7060,0,0,,0,0,0,8,2.0,9,0.0,0,6,18300,15,9,8,1,94.1,0,0,credit_card,individual,5000,36,11.99,166.05,B,B5,Jan-2018,Current,whole,Cash,4528.63,679.19,471.37,207.82,0.0
7742,7743,route representative ,3.0,NY,RENT,52000.0,Not Verified,17.4,,,,0,,2007,3,14,9,63800,24423,0,1,,0,0,1,1,4.0,9,0.0,0,4,37600,12,8,6,0,100.0,0,1,credit_card,individual,15000,36,5.32,451.73,A,A1,Feb-2018,Current,whole,DirectPay,13448.8,1809.14,1551.2,257.94,0.0
7746,7747,office associate,4.0,NE,MORTGAGE,36000.0,Verified,2.03,,,,0,,1982,0,8,5,153590,2274,0,0,,0,0,0,1,21.0,5,0.0,0,1,45000,6,4,2,2,100.0,0,0,other,individual,15000,36,5.32,451.73,A,A1,Feb-2018,Current,whole,Cash,13448.8,1802.49,1551.2,251.29,0.0
7749,7750,clerical,2.0,NJ,RENT,36610.0,Not Verified,13.85,,,,0,,2005,1,20,15,105289,17742,0,0,,0,0,1,11,4.0,15,0.0,0,7,88600,17,14,8,0,100.0,0,0,credit_card,individual,5000,36,5.31,150.56,A,A1,Mar-2018,Current,whole,DirectPay,4289.56,748.17,710.44,37.73,0.0
7750,7751,lead network engineer,0.0,GA,MORTGAGE,110000.0,Verified,12.88,,,,0,,2005,3,17,8,328011,55853,0,0,,0,0,2,5,4.0,8,0.0,0,1,9500,7,4,2,2,100.0,0,0,debt_consolidation,individual,20000,36,9.92,644.6,B,B2,Mar-2018,Current,whole,Cash,18550.41,1922.78,1449.59,473.19,0.0
7759,7760,senior dpo,4.0,SC,OWN,120000.0,Source Verified,16.98,,,,0,69.0,2004,0,29,6,306663,46361,0,1,,0,0,3,4,13.0,6,0.0,0,2,45000,10,2,2,1,96.6,1,0,credit_card,individual,30000,36,6.72,922.48,A,A3,Jan-2018,Current,whole,Cash,26185.11,4601.2,3814.89,786.31,0.0
7762,7763,electrical bench tester - lead,5.0,WA,RENT,82000.0,Source Verified,19.61,,,,0,29.0,2000,1,27,17,95028,62262,0,0,,0,694,2,9,12.0,17,0.0,0,7,21800,17,14,9,0,96.2,0,0,debt_consolidation,individual,15000,60,10.9,325.39,B,B4,Mar-2018,Current,whole,DirectPay,14427.41,958.0,572.59,385.41,0.0
7763,7764,president,10.0,VA,MORTGAGE,260000.0,Verified,0.54,,,,0,,1987,1,17,12,1098355,9992,0,0,,0,0,0,0,0.0,12,0.0,0,2,64500,12,9,2,5,100.0,0,0,major_purchase,individual,40000,60,9.43,838.71,B,B1,Mar-2018,Current,whole,Cash,38414.48,2495.17,1585.52,909.65,0.0
7764,7765,laborer,4.0,IL,MORTGAGE,67000.0,Verified,16.77,,,,0,,2008,3,24,10,189882,39694,0,0,,0,481,2,7,1.0,10,0.0,0,3,7700,8,7,5,2,100.0,0,0,other,individual,4500,36,7.97,140.96,A,A5,Feb-2018,Current,whole,Cash,4051.26,561.85,448.74,113.11,0.0
7766,7767,,,IL,MORTGAGE,166000.0,Source Verified,6.17,,,,0,49.0,2004,2,11,7,378250,12197,0,0,74.0,0,0,0,4,0.0,7,,0,4,27950,8,6,5,2,73.0,0,0,debt_consolidation,individual,30000,36,7.34,930.99,A,A4,Feb-2018,Current,whole,Cash,27743.79,2780.74,2256.21,524.53,0.0
7767,7768,terminal analyst,2.0,NE,OWN,57000.0,Source Verified,4.23,,,,0,,1998,9,16,13,37076,22018,0,1,,0,121,2,12,0.0,13,0.0,0,3,18400,10,10,4,0,100.0,1,0,credit_card,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Current,whole,DirectPay,9522.22,637.65,477.78,159.87,0.0
7768,7769,truck driver,4.0,CA,RENT,80000.0,Not Verified,6.9,,,,0,,2010,3,21,17,35100,9905,0,0,,0,0,0,8,1.0,17,0.0,0,8,23300,20,17,11,0,100.0,0,0,credit_card,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Current,whole,Cash,9280.21,962.26,719.79,242.47,0.0
7769,7770,prem tech,2.0,MO,MORTGAGE,62000.0,Not Verified,13.3,,,,0,,2013,6,14,6,186396,37409,0,0,,0,0,1,6,4.0,6,0.0,0,2,10800,7,4,3,4,100.0,0,0,debt_consolidation,individual,10000,36,10.41,324.61,B,B3,Feb-2018,Current,whole,Cash,9036.11,1286.87,963.89,322.98,0.0
7770,7771,supervisor,8.0,NY,MORTGAGE,70000.0,Not Verified,2.91,,,,0,32.0,2011,6,17,12,13100,2718,0,0,,0,0,0,11,2.0,12,0.0,0,6,11400,12,11,6,0,94.1,0,0,home_improvement,individual,5000,36,10.41,162.31,B,B3,Feb-2018,Current,whole,Cash,4518.03,643.46,481.97,161.49,0.0
